"","STATION_ID","LATITUDE","LONGITUDE","AVG_CPUE"
"139","R-22",60.654615,-171.4205,152772.99081097
"140","R-23",60.68044,-172.11475,144729.418690453
"141","R-24",60.6777,-172.78795,136796.750123722
"142","R-25",60.65872,-173.469315,55928.4827830836
"143","R-26",60.669995,-174.12725,99893.8615748319
"144","R-27",60.656295,-174.82539,48674.1179912761
"145","R-28",60.681215,-175.458635,18291.4046306251
"146","R-29",60.665645,-176.20071,15196.406344147
"147","R-30",60.65664,-176.79445,18381.6633199349
"148","R-31",60.66455,-177.509485,6391.31092906821
"149","R-32",60.669515,-178.11975,1614.72514241579
"150","S-22",60.97536,-171.49696,195709.655335219
"151","S-23",61.001175,-172.13922,158494.272190085
"152","S-24",60.997365,-172.779025,195171.542701423
"153","S-25",61.007225,-173.49849,144033.56279385
"154","S-26",61.01246,-174.190285,140644.123330869
"155","S-27",60.98117,-174.876775,78113.9072825251
"156","S-28",61.00998,-175.54969,39518.2487877225
"157","S-29",60.97676,-176.268855,35884.5038609264
"158","S-30",61.008955,-176.98434,28632.3930677786
"159","S-31",60.996745,-177.638695,9832.20002859202
"160","T-25",61.322175,-173.581905,138902.843537526
"161","T-26",61.32826,-174.31936,151288.63013666
"162","T-27",61.3181,-175.009135,85825.5633334921
"163","T-28",61.340875,-175.727785,80513.4526894693
"164","T-29",61.334875,-176.31088,40309.1434342503
"165","T-30",61.32859,-176.96867,37476.3700370646
"166","U-25",61.670585,-173.66495,213885.048546682
"167","U-26",61.667155,-174.479945,171107.382772018
"168","U-27",61.65579,-175.086035,120980.90338407
"169","U-28",61.674895,-175.82856,163957.539778026
"170","U-29",61.65881,-176.44744,44979.5647300124
"171","V-25",61.98327,-173.75066,228055.581557914
"172","V-26",62.01599,-174.49611,290026.405261361
"173","V-27",61.99316,-175.227855,153933.127932994
"174","V-28",61.99729,-175.82884,134449.258929257
