"","SURVEY_DEFINITION_ID","SURVEY","CRUISE","CRUISEJOIN","YEAR","HAULJOIN","STRATUM","DESIGN_YEAR","LATITUDE_DD_START","LATITUDE_DD_END","LONGITUDE_DD_START","LONGITUDE_DD_END","DEPTH_M","BOTTOM_TEMPERATURE_C","SPECIES_CODE","WEIGHT_KG","COUNT","AREA_SWEPT_KM2","CPUE_KGKM2","CPUE_NOKM2","STATIONID"
"17",98,"EBS",202501,-773,2025,-24786,82,2022,61.33257,61.33285,-174.36803,-174.31047,78,-0.3,24185,6.631,52,0.049916559,132.841688867215,1041.73847400018,"T-26"
"18",98,"EBS",202501,-773,2025,-24786,82,2022,61.33257,61.33285,-174.36803,-174.31047,78,-0.3,66045,0,0,0.049916559,0,0,"T-26"
"19",98,"EBS",202501,-773,2025,-24785,82,2022,61.3301,61.3338,-175.03519,-174.97949,88,0.6,10115,0,0,0.053837827,0,0,"T-27"
"20",98,"EBS",202501,-773,2025,-24785,82,2022,61.3301,61.3338,-175.03519,-174.97949,88,0.6,10140,7.014,35,0.053837827,130.280146708001,650.100532475057,"T-27"
"21",98,"EBS",202501,-773,2025,-24785,82,2022,61.3301,61.3338,-175.03519,-174.97949,88,0.6,10212,0,0,0.053837827,0,0,"T-27"
"22",98,"EBS",202501,-773,2025,-24785,82,2022,61.3301,61.3338,-175.03519,-174.97949,88,0.6,10285,0,0,0.053837827,0,0,"T-27"
"23",98,"EBS",202501,-773,2025,-24785,82,2022,61.3301,61.3338,-175.03519,-174.97949,88,0.6,21348,0,0,0.053837827,0,0,"T-27"
"24",98,"EBS",202501,-773,2025,-24785,82,2022,61.3301,61.3338,-175.03519,-174.97949,88,0.6,21720,41.64,19,0.053837827,773.433890636039,352.911717629317,"T-27"
"25",98,"EBS",202501,-773,2025,-24785,82,2022,61.3301,61.3338,-175.03519,-174.97949,88,0.6,21725,0,0,0.053837827,0,0,"T-27"
"26",98,"EBS",202501,-773,2025,-24785,82,2022,61.3301,61.3338,-175.03519,-174.97949,88,0.6,24185,1.826,15,0.053837827,33.9166734942701,278.614513917882,"T-27"
"27",98,"EBS",202501,-773,2025,-24785,82,2022,61.3301,61.3338,-175.03519,-174.97949,88,0.6,66045,0,0,0.053837827,0,0,"T-27"
"28",98,"EBS",202501,-773,2025,-24784,82,2022,60.97049,60.999,-174.88674,-174.88361,93,0.9,10115,0.387,1,0.048692858,7.94777747488143,20.536892699952,"S-27"
"29",98,"EBS",202501,-773,2025,-24784,82,2022,60.97049,60.999,-174.88674,-174.88361,93,0.9,10140,27.366,142,0.048692858,562.012605626887,2916.23876339319,"S-27"
"30",98,"EBS",202501,-773,2025,-24784,82,2022,60.97049,60.999,-174.88674,-174.88361,93,0.9,10212,0,0,0.048692858,0,0,"S-27"
"31",98,"EBS",202501,-773,2025,-24784,82,2022,60.97049,60.999,-174.88674,-174.88361,93,0.9,10285,0,0,0.048692858,0,0,"S-27"
"32",98,"EBS",202501,-773,2025,-24784,82,2022,60.97049,60.999,-174.88674,-174.88361,93,0.9,21348,0,0,0.048692858,0,0,"S-27"
"33",98,"EBS",202501,-773,2025,-24784,82,2022,60.97049,60.999,-174.88674,-174.88361,93,0.9,21720,57.42,22,0.048692858,1179.22837883124,451.811639398944,"S-27"
"34",98,"EBS",202501,-773,2025,-24784,82,2022,60.97049,60.999,-174.88674,-174.88361,93,0.9,21725,0,0,0.048692858,0,0,"S-27"
"35",98,"EBS",202501,-773,2025,-24784,82,2022,60.97049,60.999,-174.88674,-174.88361,93,0.9,24185,20.496,206,0.048692858,420.924152778216,4230.59989619012,"S-27"
"36",98,"EBS",202501,-773,2025,-24784,82,2022,60.97049,60.999,-174.88674,-174.88361,93,0.9,66045,0,0,0.048692858,0,0,"S-27"
"37",98,"EBS",202501,-772,2025,-24781,82,2022,61.66726,61.66834,-175.0451,-175.09986,84,0.2,10115,0,0,0.050214528,0,0,"U-27"
"38",98,"EBS",202501,-772,2025,-24781,82,2022,61.66726,61.66834,-175.0451,-175.09986,84,0.2,10140,29.813,132,0.050214528,593.71264029406,2628.72131348123,"U-27"
"39",98,"EBS",202501,-772,2025,-24781,82,2022,61.66726,61.66834,-175.0451,-175.09986,84,0.2,10212,0,0,0.050214528,0,0,"U-27"
"40",98,"EBS",202501,-772,2025,-24781,82,2022,61.66726,61.66834,-175.0451,-175.09986,84,0.2,10285,8.15,7,0.050214528,162.303626552061,139.401887836126,"U-27"
"41",98,"EBS",202501,-772,2025,-24781,82,2022,61.66726,61.66834,-175.0451,-175.09986,84,0.2,21348,0,0,0.050214528,0,0,"U-27"
"42",98,"EBS",202501,-772,2025,-24781,82,2022,61.66726,61.66834,-175.0451,-175.09986,84,0.2,21720,46.52,63,0.050214528,926.425117448082,1254.61699052513,"U-27"
"43",98,"EBS",202501,-772,2025,-24781,82,2022,61.66726,61.66834,-175.0451,-175.09986,84,0.2,21725,0.027,1,0.050214528,0.537692995939342,19.9145554051608,"U-27"
"44",98,"EBS",202501,-772,2025,-24781,82,2022,61.66726,61.66834,-175.0451,-175.09986,84,0.2,24185,1.882,16,0.050214528,37.4791932725127,318.632886482573,"U-27"
"45",98,"EBS",202501,-772,2025,-24781,82,2022,61.66726,61.66834,-175.0451,-175.09986,84,0.2,66045,0.024,16,0.050214528,0.47794932972386,318.632886482573,"U-27"
"46",98,"EBS",202501,-772,2025,-24780,82,2022,61.66295,61.66338,-174.41194,-174.46694,76,-1.4,10115,0,0,0.046773973,0,0,"U-26"
"47",98,"EBS",202501,-772,2025,-24780,82,2022,61.66295,61.66338,-174.41194,-174.46694,76,-1.4,10140,7.66,66,0.046773973,163.76628942767,1411.04113606086,"U-26"
"48",98,"EBS",202501,-772,2025,-24780,82,2022,61.66295,61.66338,-174.41194,-174.46694,76,-1.4,10212,0,0,0.046773973,0,0,"U-26"
"49",98,"EBS",202501,-772,2025,-24780,82,2022,61.66295,61.66338,-174.41194,-174.46694,76,-1.4,10285,12.15,12,0.046773973,259.759845502113,256.552933829247,"U-26"
"50",98,"EBS",202501,-772,2025,-24780,82,2022,61.66295,61.66338,-174.41194,-174.46694,76,-1.4,21348,0,0,0.046773973,0,0,"U-26"
"51",98,"EBS",202501,-772,2025,-24780,82,2022,61.66295,61.66338,-174.41194,-174.46694,76,-1.4,21720,0.393,2,0.046773973,8.40210858290785,42.7588223048745,"U-26"
"52",98,"EBS",202501,-772,2025,-24780,82,2022,61.66295,61.66338,-174.41194,-174.46694,76,-1.4,21725,0.133,2,0.046773973,2.84346168327416,42.7588223048745,"U-26"
"53",98,"EBS",202501,-772,2025,-24780,82,2022,61.66295,61.66338,-174.41194,-174.46694,76,-1.4,24185,2.758,37,0.046773973,58.964415958422,791.038212640179,"U-26"
"54",98,"EBS",202501,-772,2025,-24780,82,2022,61.66295,61.66338,-174.41194,-174.46694,76,-1.4,66045,0.06,60,0.046773973,1.28276466914624,1282.76466914624,"U-26"
"55",98,"EBS",202501,-772,2025,-24779,82,2022,61.6791,61.66779,-173.66869,-173.71613,70,-1.4,10115,0,0,0.048209448,0,0,"U-25"
"56",98,"EBS",202501,-772,2025,-24779,82,2022,61.6791,61.66779,-173.66869,-173.71613,70,-1.4,10140,4.32,51,0.048209448,89.6089911670426,1057.88392349981,"U-25"
"57",98,"EBS",202501,-772,2025,-24779,82,2022,61.6791,61.66779,-173.66869,-173.71613,70,-1.4,10212,0.078,1,0.048209448,1.61794011829382,20.742822029408,"U-25"
"58",98,"EBS",202501,-772,2025,-24779,82,2022,61.6791,61.66779,-173.66869,-173.71613,70,-1.4,10285,9.64,6,0.048209448,199.960804363493,124.456932176448,"U-25"
"59",98,"EBS",202501,-772,2025,-24779,82,2022,61.6791,61.66779,-173.66869,-173.71613,70,-1.4,21348,0,0,0.048209448,0,0,"U-25"
"60",98,"EBS",202501,-772,2025,-24779,82,2022,61.6791,61.66779,-173.66869,-173.71613,70,-1.4,21720,0,0,0.048209448,0,0,"U-25"
"61",98,"EBS",202501,-772,2025,-24779,82,2022,61.6791,61.66779,-173.66869,-173.71613,70,-1.4,21725,0.091,2,0.048209448,1.88759680467613,41.485644058816,"U-25"
"62",98,"EBS",202501,-772,2025,-24779,82,2022,61.6791,61.66779,-173.66869,-173.71613,70,-1.4,24185,0.616,6,0.048209448,12.7775783701153,124.456932176448,"U-25"
"63",98,"EBS",202501,-772,2025,-24779,82,2022,61.6791,61.66779,-173.66869,-173.71613,70,-1.4,66045,0.001,1,0.048209448,0.020742822029408,20.742822029408,"U-25"
"64",98,"EBS",202501,-772,2025,-24778,82,2022,62.00938,61.98391,-173.73226,-173.74075,62,-1.3,10115,0.008,1,0.045076448,0.177476273197036,22.1845341496295,"V-25"
"65",98,"EBS",202501,-772,2025,-24778,82,2022,62.00938,61.98391,-173.73226,-173.74075,62,-1.3,10140,4.53,37,0.045076448,100.495939697822,820.827763536293,"V-25"
"66",98,"EBS",202501,-772,2025,-24778,82,2022,62.00938,61.98391,-173.73226,-173.74075,62,-1.3,10212,0,0,0.045076448,0,0,"V-25"
"67",98,"EBS",202501,-772,2025,-24778,82,2022,62.00938,61.98391,-173.73226,-173.74075,62,-1.3,10285,0.939,1,0.045076448,20.8312775665021,22.1845341496295,"V-25"
"68",98,"EBS",202501,-772,2025,-24778,82,2022,62.00938,61.98391,-173.73226,-173.74075,62,-1.3,21348,0,0,0.045076448,0,0,"V-25"
"69",98,"EBS",202501,-772,2025,-24778,82,2022,62.00938,61.98391,-173.73226,-173.74075,62,-1.3,21720,0.134,2,0.045076448,2.97272757605036,44.3690682992591,"V-25"
"70",98,"EBS",202501,-772,2025,-24778,82,2022,62.00938,61.98391,-173.73226,-173.74075,62,-1.3,21725,0.094,4,0.045076448,2.08534621006518,88.7381365985182,"V-25"
"71",98,"EBS",202501,-772,2025,-24778,82,2022,62.00938,61.98391,-173.73226,-173.74075,62,-1.3,24185,0.122,2,0.045076448,2.7065131662548,44.3690682992591,"V-25"
"72",98,"EBS",202501,-772,2025,-24778,82,2022,62.00938,61.98391,-173.73226,-173.74075,62,-1.3,66045,0,0,0.045076448,0,0,"V-25"
"73",98,"EBS",202501,-773,2025,-24773,90,2022,60.97937,61.00596,-175.54118,-175.55689,104,1.1,10115,5.548,2,0.045722175,121.341559101246,43.7424510098218,"S-28"
"74",98,"EBS",202501,-773,2025,-24773,90,2022,60.97937,61.00596,-175.54118,-175.55689,104,1.1,10140,2.046,13,0.045722175,44.7485273830477,284.325931563842,"S-28"
"75",98,"EBS",202501,-773,2025,-24773,90,2022,60.97937,61.00596,-175.54118,-175.55689,104,1.1,10212,0,0,0.045722175,0,0,"S-28"
"76",98,"EBS",202501,-773,2025,-24773,90,2022,60.97937,61.00596,-175.54118,-175.55689,104,1.1,10285,2.766,2,0.045722175,60.4958097465836,43.7424510098218,"S-28"
"77",98,"EBS",202501,-773,2025,-24773,90,2022,60.97937,61.00596,-175.54118,-175.55689,104,1.1,21348,0,0,0.045722175,0,0,"S-28"
"78",98,"EBS",202501,-773,2025,-24773,90,2022,60.97937,61.00596,-175.54118,-175.55689,104,1.1,21720,25.56,12,0.045722175,559.028523905523,262.454706058931,"S-28"
"79",98,"EBS",202501,-773,2025,-24773,90,2022,60.97937,61.00596,-175.54118,-175.55689,104,1.1,21725,0,0,0.045722175,0,0,"S-28"
"80",98,"EBS",202501,-773,2025,-24773,90,2022,60.97937,61.00596,-175.54118,-175.55689,104,1.1,24185,17.056,109,0.045722175,373.03562221176,2383.96358003529,"S-28"
"81",98,"EBS",202501,-773,2025,-24773,90,2022,60.97937,61.00596,-175.54118,-175.55689,104,1.1,66045,0,0,0.045722175,0,0,"S-28"
"82",98,"EBS",202501,-773,2025,-24772,61,2022,60.62857,60.65647,-175.4492,-175.4525,108,1.4,10115,10.589,3,0.046379385,228.312643645447,64.6839107504336,"R-28"
"83",98,"EBS",202501,-773,2025,-24772,61,2022,60.62857,60.65647,-175.4492,-175.4525,108,1.4,10140,0,0,0.046379385,0,0,"R-28"
"84",98,"EBS",202501,-773,2025,-24772,61,2022,60.62857,60.65647,-175.4492,-175.4525,108,1.4,10212,0,0,0.046379385,0,0,"R-28"
"85",98,"EBS",202501,-773,2025,-24772,61,2022,60.62857,60.65647,-175.4492,-175.4525,108,1.4,10285,0,0,0.046379385,0,0,"R-28"
"86",98,"EBS",202501,-773,2025,-24772,61,2022,60.62857,60.65647,-175.4492,-175.4525,108,1.4,21348,0,0,0.046379385,0,0,"R-28"
"87",98,"EBS",202501,-773,2025,-24772,61,2022,60.62857,60.65647,-175.4492,-175.4525,108,1.4,21720,39.42,12,0.046379385,849.946587260698,258.735643001735,"R-28"
"88",98,"EBS",202501,-773,2025,-24772,61,2022,60.62857,60.65647,-175.4492,-175.4525,108,1.4,21725,0,0,0.046379385,0,0,"R-28"
"89",98,"EBS",202501,-773,2025,-24772,61,2022,60.62857,60.65647,-175.4492,-175.4525,108,1.4,24185,9.871,55,0.046379385,212.83162767251,1185.87169709128,"R-28"
"90",98,"EBS",202501,-773,2025,-24772,61,2022,60.62857,60.65647,-175.4492,-175.4525,108,1.4,66045,0,0,0.046379385,0,0,"R-28"
"91",98,"EBS",202501,-773,2025,-24771,61,2022,60.33299,60.33439,-175.4491,-175.39229,112,2,10115,22.76,5,0.051279374,443.843171720466,97.505090448257,"Q-28"
"92",98,"EBS",202501,-773,2025,-24771,61,2022,60.33299,60.33439,-175.4491,-175.39229,112,2,10140,0.096,2,0.051279374,1.87209773660654,39.0020361793028,"Q-28"
"93",98,"EBS",202501,-773,2025,-24771,61,2022,60.33299,60.33439,-175.4491,-175.39229,112,2,10212,0,0,0.051279374,0,0,"Q-28"
"94",98,"EBS",202501,-773,2025,-24771,61,2022,60.33299,60.33439,-175.4491,-175.39229,112,2,10285,0,0,0.051279374,0,0,"Q-28"
"95",98,"EBS",202501,-773,2025,-24771,61,2022,60.33299,60.33439,-175.4491,-175.39229,112,2,21348,0,0,0.051279374,0,0,"Q-28"
"96",98,"EBS",202501,-773,2025,-24771,61,2022,60.33299,60.33439,-175.4491,-175.39229,112,2,21720,111.54,30,0.051279374,2175.14355771972,585.030542689542,"Q-28"
"97",98,"EBS",202501,-773,2025,-24771,61,2022,60.33299,60.33439,-175.4491,-175.39229,112,2,21725,0.069,2,0.051279374,1.34557024818595,39.0020361793028,"Q-28"
"98",98,"EBS",202501,-773,2025,-24771,61,2022,60.33299,60.33439,-175.4491,-175.39229,112,2,24185,7.018,32,0.051279374,136.858144953174,624.032578868845,"Q-28"
"99",98,"EBS",202501,-773,2025,-24771,61,2022,60.33299,60.33439,-175.4491,-175.39229,112,2,66045,0,0,0.051279374,0,0,"Q-28"
"100",98,"EBS",202501,-773,2025,-24770,61,2022,60.33323,60.33362,-176.13198,-176.07741,124,2.3,10115,18.26,3,0.047902458,381.191295027074,62.6272664338018,"Q-29"
"101",98,"EBS",202501,-773,2025,-24770,61,2022,60.33323,60.33362,-176.13198,-176.07741,124,2.3,10140,0.309,6,0.047902458,6.45060844268158,125.254532867604,"Q-29"
"102",98,"EBS",202501,-773,2025,-24770,61,2022,60.33323,60.33362,-176.13198,-176.07741,124,2.3,10212,0,0,0.047902458,0,0,"Q-29"
"103",98,"EBS",202501,-773,2025,-24770,61,2022,60.33323,60.33362,-176.13198,-176.07741,124,2.3,10285,27.127,13,0.047902458,566.296618849914,271.384821213141,"Q-29"
"104",98,"EBS",202501,-773,2025,-24770,61,2022,60.33323,60.33362,-176.13198,-176.07741,124,2.3,21348,0,0,0.047902458,0,0,"Q-29"
"105",98,"EBS",202501,-773,2025,-24770,61,2022,60.33323,60.33362,-176.13198,-176.07741,124,2.3,21720,30.82,9,0.047902458,643.390783829924,187.881799301405,"Q-29"
"106",98,"EBS",202501,-773,2025,-24770,61,2022,60.33323,60.33362,-176.13198,-176.07741,124,2.3,21725,0,0,0.047902458,0,0,"Q-29"
"107",98,"EBS",202501,-773,2025,-24770,61,2022,60.33323,60.33362,-176.13198,-176.07741,124,2.3,24185,5.156,22,0.047902458,107.635395244227,459.266620514546,"Q-29"
"108",98,"EBS",202501,-773,2025,-24770,61,2022,60.33323,60.33362,-176.13198,-176.07741,124,2.3,66045,0,0,0.047902458,0,0,"Q-29"
"109",98,"EBS",202501,-772,2025,-24764,82,2022,61.9993,62.00027,-174.54765,-174.4908,73,-1.4,10115,0,0,0.049599135,0,0,"V-26"
"110",98,"EBS",202501,-772,2025,-24764,82,2022,61.9993,62.00027,-174.54765,-174.4908,73,-1.4,10140,1.208,27,0.049599135,24.3552634536872,544.364332160228,"V-26"
"111",98,"EBS",202501,-772,2025,-24764,82,2022,61.9993,62.00027,-174.54765,-174.4908,73,-1.4,10212,0,0,0.049599135,0,0,"V-26"
"112",98,"EBS",202501,-772,2025,-24764,82,2022,61.9993,62.00027,-174.54765,-174.4908,73,-1.4,10285,1.285,1,0.049599135,25.9077098824405,20.1616419318603,"V-26"
"113",98,"EBS",202501,-772,2025,-24764,82,2022,61.9993,62.00027,-174.54765,-174.4908,73,-1.4,21348,0,0,0.049599135,0,0,"V-26"
"114",98,"EBS",202501,-772,2025,-24764,82,2022,61.9993,62.00027,-174.54765,-174.4908,73,-1.4,21720,0,0,0.049599135,0,0,"V-26"
"115",98,"EBS",202501,-772,2025,-24764,82,2022,61.9993,62.00027,-174.54765,-174.4908,73,-1.4,21725,0.315,7,0.049599135,6.35091720853599,141.131493523022,"V-26"
"116",98,"EBS",202501,-772,2025,-24764,82,2022,61.9993,62.00027,-174.54765,-174.4908,73,-1.4,24185,1.41,15,0.049599135,28.427915123923,302.424628977904,"V-26"
"117",98,"EBS",202501,-772,2025,-24764,82,2022,61.9993,62.00027,-174.54765,-174.4908,73,-1.4,66045,0.019,12,0.049599135,0.383071196705346,241.939703182324,"V-26"
"118",98,"EBS",202501,-772,2025,-24763,82,2022,62.00315,62.00375,-175.20757,-175.15164,80,-1.2,10115,0,0,0.05245842,0,0,"V-27"
"119",98,"EBS",202501,-772,2025,-24763,82,2022,62.00315,62.00375,-175.20757,-175.15164,80,-1.2,10140,9.06,68,0.05245842,172.708213476502,1296.26473690973,"V-27"
"120",98,"EBS",202501,-772,2025,-24763,82,2022,62.00315,62.00375,-175.20757,-175.15164,80,-1.2,10212,0,0,0.05245842,0,0,"V-27"
"121",98,"EBS",202501,-772,2025,-24763,82,2022,62.00315,62.00375,-175.20757,-175.15164,80,-1.2,10285,12.85,9,0.05245842,244.9559098425,171.564450473346,"V-27"
"122",98,"EBS",202501,-772,2025,-24763,82,2022,62.00315,62.00375,-175.20757,-175.15164,80,-1.2,21348,0,0,0.05245842,0,0,"V-27"
"123",98,"EBS",202501,-772,2025,-24763,82,2022,62.00315,62.00375,-175.20757,-175.15164,80,-1.2,21720,14.416,15,0.05245842,274.808124224862,285.940750788911,"V-27"
"124",98,"EBS",202501,-772,2025,-24763,82,2022,62.00315,62.00375,-175.20757,-175.15164,80,-1.2,21725,0,0,0.05245842,0,0,"V-27"
"125",98,"EBS",202501,-772,2025,-24763,82,2022,62.00315,62.00375,-175.20757,-175.15164,80,-1.2,24185,2.58,25,0.05245842,49.1818091356926,476.567917981517,"V-27"
"126",98,"EBS",202501,-772,2025,-24763,82,2022,62.00315,62.00375,-175.20757,-175.15164,80,-1.2,66045,0.004,3,0.05245842,0.0762508668770428,57.1881501577821,"V-27"
"127",98,"EBS",202501,-772,2025,-24762,82,2022,61.99265,62.01376,-175.80701,-175.77268,91,-0.2,10115,0,0,0.05198963,0,0,"V-28"
"128",98,"EBS",202501,-772,2025,-24762,82,2022,61.99265,62.01376,-175.80701,-175.77268,91,-0.2,10140,93.135,342,0.05198963,1791.41494178743,6578.23492877329,"V-28"
"129",98,"EBS",202501,-772,2025,-24762,82,2022,61.99265,62.01376,-175.80701,-175.77268,91,-0.2,10212,0,0,0.05198963,0,0,"V-28"
"130",98,"EBS",202501,-772,2025,-24762,82,2022,61.99265,62.01376,-175.80701,-175.77268,91,-0.2,10285,1.41,1,0.05198963,27.1207931273987,19.2346050548927,"V-28"
"131",98,"EBS",202501,-772,2025,-24762,82,2022,61.99265,62.01376,-175.80701,-175.77268,91,-0.2,21348,0,0,0.05198963,0,0,"V-28"
"132",98,"EBS",202501,-772,2025,-24762,82,2022,61.99265,62.01376,-175.80701,-175.77268,91,-0.2,21720,8.769,6,0.05198963,168.668251726354,115.407630329356,"V-28"
"133",98,"EBS",202501,-772,2025,-24762,82,2022,61.99265,62.01376,-175.80701,-175.77268,91,-0.2,21725,0.038,1,0.05198963,0.730914992085922,19.2346050548927,"V-28"
"134",98,"EBS",202501,-772,2025,-24762,82,2022,61.99265,62.01376,-175.80701,-175.77268,91,-0.2,24185,20.068,199,0.05198963,386.000054241586,3827.68640592364,"V-28"
"135",98,"EBS",202501,-772,2025,-24762,82,2022,61.99265,62.01376,-175.80701,-175.77268,91,-0.2,66045,0.011,11,0.05198963,0.211580655603819,211.580655603819,"V-28"
"136",98,"EBS",202501,-772,2025,-24761,82,2022,61.66191,61.67593,-175.78124,-175.78705,96,0.8,10115,2.6,3,0.027934824,93.0737920525291,107.392836983687,"U-28"
"137",98,"EBS",202501,-772,2025,-24761,82,2022,61.66191,61.67593,-175.78124,-175.78705,96,0.8,10140,15.272,80,0.027934824,546.701135471625,2863.80898623167,"U-28"
"138",98,"EBS",202501,-772,2025,-24761,82,2022,61.66191,61.67593,-175.78124,-175.78705,96,0.8,10212,0,0,0.027934824,0,0,"U-28"
"139",98,"EBS",202501,-772,2025,-24761,82,2022,61.66191,61.67593,-175.78124,-175.78705,96,0.8,10285,0,0,0.027934824,0,0,"U-28"
"140",98,"EBS",202501,-772,2025,-24761,82,2022,61.66191,61.67593,-175.78124,-175.78705,96,0.8,21348,0,0,0.027934824,0,0,"U-28"
"141",98,"EBS",202501,-772,2025,-24761,82,2022,61.66191,61.67593,-175.78124,-175.78705,96,0.8,21720,11.661,7,0.027934824,417.435957355593,250.583286295271,"U-28"
"142",98,"EBS",202501,-772,2025,-24761,82,2022,61.66191,61.67593,-175.78124,-175.78705,96,0.8,21725,0,0,0.027934824,0,0,"U-28"
"143",98,"EBS",202501,-772,2025,-24761,82,2022,61.66191,61.67593,-175.78124,-175.78705,96,0.8,24185,5.258,67,0.027934824,188.223845620076,2398.44002596902,"U-28"
"144",98,"EBS",202501,-772,2025,-24761,82,2022,61.66191,61.67593,-175.78124,-175.78705,96,0.8,66045,0.005,2,0.027934824,0.178988061639479,71.5952246557916,"U-28"
"145",98,"EBS",202501,-772,2025,-24760,90,2022,61.33811,61.3382,-175.67879,-175.62403,96,0.8,10115,0,0,0.04390302,0,0,"T-28"
"146",98,"EBS",202501,-772,2025,-24760,90,2022,61.33811,61.3382,-175.67879,-175.62403,96,0.8,10140,17.648,103,0.04390302,401.976902727876,2346.08006465159,"T-28"
"147",98,"EBS",202501,-772,2025,-24760,90,2022,61.33811,61.3382,-175.67879,-175.62403,96,0.8,10212,0,0,0.04390302,0,0,"T-28"
"148",98,"EBS",202501,-772,2025,-24760,90,2022,61.33811,61.3382,-175.67879,-175.62403,96,0.8,10285,0,0,0.04390302,0,0,"T-28"
"149",98,"EBS",202501,-772,2025,-24760,90,2022,61.33811,61.3382,-175.67879,-175.62403,96,0.8,21348,0,0,0.04390302,0,0,"T-28"
"150",98,"EBS",202501,-772,2025,-24760,90,2022,61.33811,61.3382,-175.67879,-175.62403,96,0.8,21720,19.22,9,0.04390302,437.783095559258,204.997287202566,"T-28"
"151",98,"EBS",202501,-772,2025,-24760,90,2022,61.33811,61.3382,-175.67879,-175.62403,96,0.8,21725,0,0,0.04390302,0,0,"T-28"
"152",98,"EBS",202501,-772,2025,-24760,90,2022,61.33811,61.3382,-175.67879,-175.62403,96,0.8,24185,23.41,171,0.04390302,533.22072149023,3894.94845684875,"T-28"
"153",98,"EBS",202501,-772,2025,-24760,90,2022,61.33811,61.3382,-175.67879,-175.62403,96,0.8,66045,0,0,0.04390302,0,0,"T-28"
"154",98,"EBS",202501,-772,2025,-24759,90,2022,61.34441,61.34476,-176.30106,-176.24928,105,1.4,10115,10.94,4,0.04117736,265.679975598241,97.1407589024649,"T-29"
"155",98,"EBS",202501,-772,2025,-24759,90,2022,61.34441,61.34476,-176.30106,-176.24928,105,1.4,10140,18.338,115,0.04117736,445.34180918835,2792.79681844586,"T-29"
"156",98,"EBS",202501,-772,2025,-24759,90,2022,61.34441,61.34476,-176.30106,-176.24928,105,1.4,10212,0,0,0.04117736,0,0,"T-29"
"157",98,"EBS",202501,-772,2025,-24759,90,2022,61.34441,61.34476,-176.30106,-176.24928,105,1.4,10285,0,0,0.04117736,0,0,"T-29"
